location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName
07022103.wav,Domestic clock striking four o'clock. (Domestic clock with heavy double-strike mechanism.),20,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),7,3.0,clock
07022116.wav,Domestic clock striking five o'clock. (Domestic clock with double-strike on wood.),14,,EC48K,Domestic Clock (Double-Strike On Wood),8,3.0,clock
07022118.wav,Domestic clock striking seven o'clock. (Domestic clock with double-strike on wood.),18,,EC48K,Domestic Clock (Double-Strike On Wood),10,3.0,clock
07022119.wav,Domestic clock striking eight o'clock. (Domestic clock with double-strike on wood.),20,,EC48K,Domestic Clock (Double-Strike On Wood),11,3.0,clock
07022120.wav,Domestic clock striking nine o'clock. (Domestic clock with double-strike on wood.),22,,EC48K,Domestic Clock (Double-Strike On Wood),12,3.0,clock
07022121.wav,"Domestic clock striking quarter past the hour. (English domestic clock, manufactured 1810.)",23,,EC48L,"Domestic Clock (English, 1810)",1,3.0,clock
07022122.wav,"Domestic clock striking half past the hour. (English domestic clock, manufactured 1810.)",27,,EC48L,"Domestic Clock (English, 1810)",2,3.0,clock
07022123.wav,"Domestic clock striking quarter to the hour. (English domestic clock, manufactured 1810.)",34,,EC48L,"Domestic Clock (English, 1810)",3,3.0,clock
07022124.wav,"Domestic clock striking ten o'clock. (English domestic clock, manufactured 1810.)",36,,EC48L,"Domestic Clock (English, 1810)",4,3.0,clock
07022125.wav,"Domestic clock striking eleven o'clock. (English domestic clock, manufactured 1810.)",37,,EC48L,"Domestic Clock (English, 1810)",5,3.0,clock
07022126.wav,"Domestic clock striking twelve o'clock. (English domestic clock, manufactured 1810.)",38,,EC48L,"Domestic Clock (English, 1810)",6,3.0,clock
07022127.wav,"Domestic clock striking one o'clock. (English domestic clock, manufactured 1810.)",26,,EC48L,"Domestic Clock (English, 1810)",7,3.0,clock
07022128.wav,"Domestic clock striking two o'clock. (English domestic clock, manufactured 1810.)",27,,EC48L,"Domestic Clock (English, 1810)",8,3.0,clock
07022129.wav,"Domestic clock striking three o'clock. (English domestic clock, manufactured 1810.)",28,,EC48L,"Domestic Clock (English, 1810)",9,3.0,clock
07022117.wav,Domestic clock striking six o'clock. (Domestic clock with double-strike on wood.),16,,EC48K,Domestic Clock (Double-Strike On Wood),9,3.0,clock
07016220.wav,New College clock striking eleven o'clock.,58,,EC36W,"Christchurch College Clock, Oxford",2,3.0,clock
07032157.wav,Christ's College clock striking twelve o'clock.,44,,EC212C,"Christ’S College Clock, Cambridge",12,3.0,clock
07032155.wav,Christ's College clock striking ten o'clock.,41,,EC212C,"Christ’S College Clock, Cambridge",10,3.0,clock
07032130.wav,Emmanuel College clock striking two o'clock.,24,,EC212A,"Emmanuel College Clock, Cambridge",2,3.0,clock
07032131.wav,Emmanuel College clock striking three o'clock.,27,,EC212A,"Emmanuel College Clock, Cambridge",3,3.0,clock
07032132.wav,Emmanuel College clock striking four o'clock.,29,,EC212A,"Emmanuel College Clock, Cambridge",4,3.0,clock
07032133.wav,Emmanuel College clock striking five o'clock.,31,,EC212A,"Emmanuel College Clock, Cambridge",5,3.0,clock
07032134.wav,Emmanuel College clock striking six o'clock.,33,,EC212A,"Emmanuel College Clock, Cambridge",6,3.0,clock
07032135.wav,Emmanuel College clock striking seven o'clock.,36,,EC212A,"Emmanuel College Clock, Cambridge",7,3.0,clock
07032136.wav,Emmanuel College clock striking eight o'clock.,38,,EC212A,"Emmanuel College Clock, Cambridge",8,3.0,clock
07032137.wav,Emmanuel College clock striking nine o'clock.,40,,EC212A,"Emmanuel College Clock, Cambridge",9,3.0,clock
07032138.wav,Emmanuel College clock striking ten o'clock.,44,,EC212A,"Emmanuel College Clock, Cambridge",10,3.0,clock
07032139.wav,Emmanuel College clock striking eleven o'clock.,45,,EC212A,"Emmanuel College Clock, Cambridge",11,3.0,clock
07032140.wav,Emmanuel College clock striking twelve o'clock.,49,,EC212A,"Emmanuel College Clock, Cambridge",12,3.0,clock
07032141.wav,"Emmanuel College clock striking twelve o'clock, into general background. (Recorded in quadrangle.)",214,,EC212B,Cambridge,1,3.0,clock
07032156.wav,Christ's College clock striking eleven o'clock.,42,,EC212C,"Christ’S College Clock, Cambridge",11,3.0,clock
07032142.wav,Christ's College clock striking quarter past the hour.,11,,EC212B,Cambridge,2,3.0,clock
07032144.wav,Christ's College clock striking quarter to the hour.,14,,EC212B,Cambridge,4,3.0,clock
07032146.wav,Christ's College clock striking one o'clock.,23,,EC212C,"Christ’S College Clock, Cambridge",1,3.0,clock
07032147.wav,Christ's College clock striking two o'clock.,28,,EC212C,"Christ’S College Clock, Cambridge",2,3.0,clock
07032148.wav,Christ's College clock striking three o'clock.,30,,EC212C,"Christ’S College Clock, Cambridge",3,3.0,clock
07032149.wav,Christ's College clock striking four o'clock.,32,,EC212C,"Christ’S College Clock, Cambridge",4,3.0,clock
07032150.wav,Christ's College clock striking five o'clock.,34,,EC212C,"Christ’S College Clock, Cambridge",5,3.0,clock
07032151.wav,Christ's College clock striking six o'clock.,34,,EC212C,"Christ’S College Clock, Cambridge",6,3.0,clock
07022101.wav,Domestic clock striking two o'clock. (Domestic clock with heavy double-strike mechanism.),17,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),5,3.0,clock
07032152.wav,Christ's College clock striking seven o'clock.,36,,EC212C,"Christ’S College Clock, Cambridge",7,3.0,clock
07022102.wav,Domestic clock striking three o'clock. (Domestic clock with heavy double-strike mechanism.),19,,EC48J,Domestic Clock: Double-Strike (Heavy Mechanism),6,3.0,clock
07032153.wav,Christ's College clock striking eight o'clock.,37,,EC212C,"Christ’S College Clock, Cambridge",8,3.0,clock
07032154.wav,Christ's College clock striking nine o'clock.,39,,EC212C,"Christ’S College Clock, Cambridge",9,3.0,clock
07032143.wav,Christ's College clock striking half past the hour.,13,,EC212B,Cambridge,3,3.0,clock
07002212.wav,"Outdoor clock striking, chimes & 2 o'clock  SS. Peter & Paul ",45,,EC105Q,Outdoor Clock,5,3.0,clock
07002245.wav,Osterley House Clock striking 7 o'clock,23,,EC105T,Osterley House Clock,7,3.0,clock
07002210.wav,"Outdoor clock striking, three-quarters - SS. Peter & Paul ",37,,EC105Q,Outdoor Clock,3,3.0,clock
07022015.wav,Domestic clock striking twelve o'clock. (Domestic clock with single-strike mechanism.),38,,EC48B,Domestic Clock,3,3.0,clock
07022016.wav,Domestic clock striking one o'clock. (Domestic clock with single-strike mechanism.),13,,EC48B,Domestic Clock,4,3.0,clock
07022017.wav,Domestic clock striking two o'clock. (Domestic clock with single-strike mechanism.),16,,EC48B,Domestic Clock,5,3.0,clock
07022018.wav,Domestic clock striking three o'clock. (Domestic clock with single-strike mechanism.),16,,EC48B,Domestic Clock,6,3.0,clock
07022019.wav,Domestic clock striking four o'clock. (Domestic clock with single-strike mechanism.),20,,EC48B,Domestic Clock,7,3.0,clock
07022020.wav,Domestic clock striking five o'clock. (Domestic clock with single-strike mechanism.),22,,EC48B,Domestic Clock,8,3.0,clock
07022021.wav,Domestic clock striking six o'clock. (Domestic clock with single-strike mechanism.),24,,EC48B,Domestic Clock,9,3.0,clock
07022022.wav,Domestic clock striking seven o'clock. (Domestic clock with single-strike mechanism.),26,,EC48B,Domestic Clock,10,3.0,clock
07022023.wav,Domestic clock striking eight o'clock. (Domestic clock with single-strike mechanism.),28,,EC48B,Domestic Clock,11,3.0,clock
07022024.wav,Domestic clock striking nine o'clock. (Domestic clock with single-strike mechanism.),30,,EC48B,Domestic Clock,12,3.0,clock
07022025.wav,Domestic clock striking ten o'clock. (Domestic clock with bell.),20,,EC48C,Domestic Clock (Bell),1,3.0,clock
07022026.wav,Domestic clock striking eleven o'clock. (Domestic clock with bell.),21,,EC48C,Domestic Clock (Bell),2,3.0,clock
07016042.wav,Queens College clock striking nine o'clock.,46,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",1,3.0,clock
07016043.wav,Queens College clock striking ten o'clock.,51,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",2,3.0,clock
07022027.wav,Domestic clock striking twelve o'clock. (Domestic clock with bell.),23,,EC48C,Domestic Clock (Bell),3,3.0,clock
07016044.wav,Queens College clock striking eleven o'clock.,52,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",3,3.0,clock
07016045.wav,Queens College clock striking twelve o'clock.,56,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",4,3.0,clock
07022014.wav,Domestic clock striking eleven o'clock. (Domestic clock with single-strike mechanism.),35,,EC48B,Domestic Clock,2,3.0,clock
07016046.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking quarter past the hour.",12,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",5,3.0,clock
07022013.wav,Domestic clock striking ten o'clock. (Domestic clock with single-strike mechanism.),33,,EC48B,Domestic Clock,1,3.0,clock
07022011.wav,Domestic clock striking eight o'clock. (Domestic clock with double-strike mechanism.),32,,EC48A,Domestic Clock: Double-Strike,11,3.0,clock
07042236.wav,Domestic chiming clock striking 3 o'clock.,44,,ECD003,Household,6,3.0,clock
07042235.wav,Domestic chiming clock striking 1 o'clock.,39,,ECD003,Household,5,3.0,clock
07042234.wav,Domestic chiming clock striking 12 o'clock.,53,,ECD003,Household,4,3.0,clock
07042233.wav,Domestic chiming clock striking quarter to the hour.,34,,ECD003,Household,3,3.0,clock
07042232.wav,Domestic chiming clock striking half past the hour.,30,,ECD003,Household,2,3.0,clock
07042231.wav,Domestic chiming clock striking quarter past the hour.,30,,ECD003,Household,1,3.0,clock
07002211.wav,"Outdoor clock striking, chimes & 1 o'clock  SS. Peter & Paul ",39,,EC105Q,Outdoor Clock,4,3.0,clock
07022001.wav,Domestic clock striking ten o'clock. (Domestic clock with double-strike mechanism.),37,,EC48A,Domestic Clock: Double-Strike,1,3.0,clock
07022002.wav,Domestic clock striking eleven o'clock. (Domestic clock with double-strike mechanism.),40,,EC48A,Domestic Clock: Double-Strike,2,3.0,clock
07022003.wav,Domestic clock striking twelve o'clock. (Domestic clock with double-strike mechanism.),43,,EC48A,Domestic Clock: Double-Strike,3,3.0,clock
07022004.wav,Domestic clock striking one o'clock. (Domestic clock with double-strike mechanism.),15,,EC48A,Domestic Clock: Double-Strike,4,3.0,clock
07022005.wav,Domestic clock striking two o'clock. (Domestic clock with double-strike mechanism.),18,,EC48A,Domestic Clock: Double-Strike,5,3.0,clock
07022006.wav,Domestic clock striking three o'clock. (Domestic clock with double-strike mechanism.),20,,EC48A,Domestic Clock: Double-Strike,6,3.0,clock
07022007.wav,Domestic clock striking four o'clock. (Domestic clock with double-strike mechanism.),23,,EC48A,Domestic Clock: Double-Strike,7,3.0,clock
07022008.wav,Domestic clock striking five o'clock. (Domestic clock with double-strike mechanism.),27,,EC48A,Domestic Clock: Double-Strike,8,3.0,clock
07022009.wav,Domestic clock striking six o'clock. (Domestic clock with double-strike mechanism.),37,,EC48A,Domestic Clock: Double-Strike,9,3.0,clock
07022010.wav,Domestic clock striking seven o'clock. (Domestic clock with double-strike mechanism.),30,,EC48A,Domestic Clock: Double-Strike,10,3.0,clock
07022012.wav,Domestic clock striking nine o'clock. (Domestic clock with double-strike mechanism.),35,,EC48A,Domestic Clock: Double-Strike,12,3.0,clock
07042237.wav,Domestic chiming clock striking 6 o'clock.,47,,ECD003,Household,7,3.0,clock
07016047.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking half past the hour.",17,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",6,3.0,clock
07016049.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking one o'clock.",30,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",8,3.0,clock
07016064.wav,Trinity College clock striking one o'clock.,18,,EC36G,"Trinity College Clock, Oxford",4,3.0,clock
07016065.wav,Trinity College clock striking two o'clock.,20,,EC36G,"Trinity College Clock, Oxford",5,3.0,clock
07016066.wav,Trinity College clock striking three o'clock.,23,,EC36G,"Trinity College Clock, Oxford",6,3.0,clock
07016067.wav,Trinity College clock striking four o'clock.,24,,EC36G,"Trinity College Clock, Oxford",7,3.0,clock
07016068.wav,Trinity College clock striking five o'clock.,26,,EC36G,"Trinity College Clock, Oxford",8,3.0,clock
07016069.wav,Trinity College clock striking six o'clock.,28,,EC36G,"Trinity College Clock, Oxford",9,3.0,clock
07016070.wav,Trinity College clock striking seven o'clock.,30,,EC36G,"Trinity College Clock, Oxford",10,3.0,clock
07016071.wav,Trinity College clock striking eight o'clock.,33,,EC36G,"Trinity College Clock, Oxford",11,3.0,clock
07016072.wav,Trinity College clock striking nine o'clock.,35,,EC36H,Oxford College Clocks Ticking,1,3.0,clock
07022036.wav,Domestic clock striking nine o'clock. (Domestic clock with bell.),19,,EC48C,Domestic Clock (Bell),12,3.0,clock
07016073.wav,Trinity College clock striking ten o'clock.,36,,EC36H,Oxford College Clocks Ticking,2,3.0,clock
07016074.wav,Trinity College clock striking eleven o'clock.,38,,EC36H,Oxford College Clocks Ticking,3,3.0,clock
07016075.wav,Trinity College clock striking twelve o'clock.,40,,EC36H,Oxford College Clocks Ticking,4,3.0,clock
07016076.wav,Trinity College clock ticking.,184,,EC36H,Oxford College Clocks Ticking,5,3.0,clock
07016077.wav,Oriel College clock ticking.,166,,EC36H,Oxford College Clocks Ticking,6,3.0,clock
07016078.wav,Oriel College clock striking ten o'clock.,24,,EC36J,"Oriel College Clock, Oxford",1,3.0,clock
07016079.wav,Oriel College clock striking eleven o'clock.,25,,EC36J,"Oriel College Clock, Oxford",2,3.0,clock
07016063.wav,Trinity College clock striking quarter to the hour.,14,,EC36G,"Trinity College Clock, Oxford",3,3.0,clock
07016048.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking quarter to the hour.",18,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",7,3.0,clock
07016062.wav,Trinity College clock striking half past the hour.,10,,EC36G,"Trinity College Clock, Oxford",2,3.0,clock
07016060.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking twelve o'clock.",62,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",9,3.0,clock
07016050.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking two o'clock.",33,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",9,3.0,clock
07016051.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking three o'clock.",36,,EC36E,"University Of St. Mary The Virgin Church Clock, Oxford",10,3.0,clock
07016052.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking four o'clock.",39,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",1,3.0,clock
07016053.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking five o'clock.",41,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",2,3.0,clock
07016054.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking six o'clock.",44,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",3,3.0,clock
07016055.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking seven o'clock.",48,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",4,3.0,clock
07016056.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking eight o'clock.",50,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",5,3.0,clock
07016057.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking nine o'clock.",52,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",6,3.0,clock
07016058.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking ten o'clock.",56,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",7,3.0,clock
07016059.wav,"Clock of the University Church of St Mary the Virgin, Oxford striking eleven o'clock.",59,,EC36F,"University Of St. Mary The Virgin Church Clock, Oxford",8,3.0,clock
07022028.wav,Domestic clock striking one o'clock. (Domestic clock with bell.),7,,EC48C,Domestic Clock (Bell),4,3.0,clock
07022030.wav,Domestic clock striking three o'clock. (Domestic clock with bell.),11,,EC48C,Domestic Clock (Bell),6,3.0,clock
07022031.wav,Domestic clock striking four o'clock. (Domestic clock with bell.),13,,EC48C,Domestic Clock (Bell),7,3.0,clock
07022032.wav,Domestic clock striking five o'clock. (Domestic clock with bell.),14,,EC48C,Domestic Clock (Bell),8,3.0,clock
07022033.wav,Domestic clock striking six o'clock. (Domestic clock with bell.),15,,EC48C,Domestic Clock (Bell),9,3.0,clock
07022034.wav,Domestic clock striking seven o'clock. (Domestic clock with bell.),16,,EC48C,Domestic Clock (Bell),10,3.0,clock
07022035.wav,Domestic clock striking eight o'clock. (Domestic clock with bell.),18,,EC48C,Domestic Clock (Bell),11,3.0,clock
07016061.wav,Trinity College clock striking quarter past the hour.,10,,EC36G,"Trinity College Clock, Oxford",1,3.0,clock
07042238.wav,Domestic chiming clock ticking.,242,,ECD003,Household,8,3.0,clock
07042239.wav,Domestic alarm clock ticking.,286,,ECD003,Household,9,3.0,clock
07042278.wav,Big Ben chiming & striking 12 o'clock.,84,,ECD014,London,1,3.0,clock
07016016.wav,Merton College clock striking quarter past the hour.,21,,EC36B,"Merton College Clock, Oxford",5,3.0,clock
07016017.wav,Merton College clock striking half past the hour.,27,,EC36B,"Merton College Clock, Oxford",6,3.0,clock
07016018.wav,Merton College clock striking quarter to the hour.,34,,EC36B,"Merton College Clock, Oxford",7,3.0,clock
07016019.wav,Merton College clock striking one o'clock.,48,,EC36B,"Merton College Clock, Oxford",8,3.0,clock
07016020.wav,Merton College clock striking two o'clock.,50,,EC36B,"Merton College Clock, Oxford",9,3.0,clock
07016021.wav,Merton College clock striking three o'clock.,54,,EC36B,"Merton College Clock, Oxford",10,3.0,clock
07039177.wav,Bracket clock striking nine o'clock.,20,,EC1004C,,9,3.0,clock
07039176.wav,Bracket clock striking eight o'clock.,18,,EC1004C,,8,3.0,clock
07039175.wav,Bracket clock striking seven o'clock.,17,,EC1004C,,7,3.0,clock
07039174.wav,Bracket clock striking six o'clock.,18,,EC1004C,,6,3.0,clock
07039173.wav,Bracket clock striking five o'clock.,13,,EC1004C,,5,3.0,clock
07039172.wav,Bracket clock striking four o'clock.,14,,EC1004C,,4,3.0,clock
07039171.wav,Bracket clock striking three o'clock.,13,,EC1004C,,3,3.0,clock
07039170.wav,Bracket clock striking two o'clock.,14,,EC1004C,,2,3.0,clock
07039169.wav,Bracket clock striking one o'clock.,11,,EC1004C,,1,3.0,clock
07039168.wav,Tompion & Banger household clock striking twelve o'clock.,38,,EC1004B,,12,3.0,clock
07039167.wav,Tompion & Banger household clock striking eleven o'clock.,37,,EC1004B,,11,3.0,clock
07016015.wav,Magdalen College clock striking twelve o'clock.,62,,EC36B,"Merton College Clock, Oxford",4,3.0,clock
07039166.wav,Tompion & Banger household clock striking ten o'clock.,37,,EC1004B,,10,3.0,clock
07016014.wav,Magdalen College clock striking eleven o'clock.,60,,EC36B,"Merton College Clock, Oxford",3,3.0,clock
07016012.wav,Magdalen College clock striking nine o'clock.,54,,EC36B,"Merton College Clock, Oxford",1,3.0,clock
07039187.wav,Dunedin Town Hall clock striking & chiming twelve o'clock.,63,,EC1004D,,7,3.0,clock
07039186.wav,"St Magnus' Cathedral, Kirkwall clock striking twelve o'clock. ",42,,EC1004D,,6,3.0,clock
07039182.wav,Lerwick Town Hall clock striking & chiming twelve o'clock.,64,,EC1004D,,2,3.0,clock
07039180.wav,Bracket clock striking twelve o'clock.,21,,EC1004C,,12,3.0,clock
07039179.wav,Bracket clock striking eleven o'clock.,21,,EC1004C,,11,3.0,clock
07039178.wav,Bracket clock striking ten o'clock.,22,,EC1004C,,10,3.0,clock
07016001.wav,Magdalen College clock striking quarter past the hour.,17,,EC36A,"Magdalen College Clock, Oxford",1,3.0,clock
07016002.wav,Magdalen College clock striking half past the hour.,18,,EC36A,"Magdalen College Clock, Oxford",2,3.0,clock
07016003.wav,Magdalen College clock striking quarter to the hour.,22,,EC36A,"Magdalen College Clock, Oxford",3,3.0,clock
07016004.wav,Magdalen College clock striking one o'clock.,32,,EC36A,"Magdalen College Clock, Oxford",4,3.0,clock
07016005.wav,Magdalen College clock striking two o'clock.,35,,EC36A,"Magdalen College Clock, Oxford",5,3.0,clock
07016006.wav,Magdalen College clock striking three o'clock.,37,,EC36A,"Magdalen College Clock, Oxford",6,3.0,clock
07016007.wav,Magdalen College clock striking four o'clock.,40,,EC36A,"Magdalen College Clock, Oxford",7,3.0,clock
07016008.wav,Magdalen College clock striking five o'clock.,42,,EC36A,"Magdalen College Clock, Oxford",8,3.0,clock
07016009.wav,Magdalen College clock striking six o'clock.,44,,EC36A,"Magdalen College Clock, Oxford",9,3.0,clock
07016010.wav,Magdalen College clock striking seven o'clock.,47,,EC36A,"Magdalen College Clock, Oxford",10,3.0,clock
07016011.wav,Magdalen College clock striking eight o'clock.,51,,EC36A,"Magdalen College Clock, Oxford",11,3.0,clock
07016013.wav,Magdalen College clock striking ten o'clock.,57,,EC36B,"Merton College Clock, Oxford",2,3.0,clock
07039165.wav,Tompion & Banger household clock striking nine o'clock.,34,,EC1004B,,9,3.0,clock
07039164.wav,Tompion & Banger household clock striking eight o'clock.,33,,EC1004B,,8,3.0,clock
07039163.wav,Tompion & Banger household clock striking seven o'clock.,32,,EC1004B,,7,3.0,clock
07039152.wav,Lincoln's Inn clock striking eight o'clock.,28,,EC1004A,,8,3.0,clock
07039151.wav,Lincoln's Inn clock striking seven o'clock.,23,,EC1004A,,7,3.0,clock
07039150.wav,Lincoln's Inn clock striking six o'clock.,22,,EC1004A,,6,3.0,clock
07039149.wav,Lincoln's Inn clock striking five o'clock.,20,,EC1004A,,5,3.0,clock
07039148.wav,Lincoln's Inn clock striking four o'clock.,17,,EC1004A,,4,3.0,clock
07039147.wav,Lincoln's Inn clock striking three o'clock.,19,,EC1004A,,3,3.0,clock
07039146.wav,Lincoln's Inn clock striking two o'clock.,14,,EC1004A,,2,3.0,clock
07039145.wav,Lincoln's Inn clock striking one o'clock.,14,,EC1004A,,1,3.0,clock
07016034.wav,Queens College clock striking one o'clock.,25,,EC36D,"Queens College Clock, Oxford",4,3.0,clock
07016035.wav,Queens College clock striking two o'clock.,28,,EC36D,"Queens College Clock, Oxford",5,3.0,clock
07016036.wav,Queens College clock striking three o'clock.,31,,EC36D,"Queens College Clock, Oxford",6,3.0,clock
07016037.wav,Queens College clock striking four o'clock.,33,,EC36D,"Queens College Clock, Oxford",7,3.0,clock
07016038.wav,Queens College clock striking five o'clock.,36,,EC36D,"Queens College Clock, Oxford",8,3.0,clock
07016039.wav,Queens College clock striking six o'clock.,38,,EC36D,"Queens College Clock, Oxford",9,3.0,clock
07016040.wav,Queens College clock striking seven o'clock.,41,,EC36D,"Queens College Clock, Oxford",10,3.0,clock
07016041.wav,Queens College clock striking eight o'clock.,44,,EC36D,"Queens College Clock, Oxford",11,3.0,clock
07042282.wav,Big Ben chiming & striking 1 o'clock.,37,,ECD014,London,5,3.0,clock
07039153.wav,Lincoln's Inn clock striking nine o'clock.,30,,EC1004A,,9,3.0,clock
07039154.wav,Lincoln's Inn clock striking ten o'clock.,33,,EC1004A,,10,3.0,clock
07039155.wav,Lincoln's Inn clock striking eleven o'clock.,36,,EC1004A,,11,3.0,clock
07039156.wav,Lincoln's Inn clock striking twelve o'clock.,38,,EC1004A,,12,3.0,clock
07016022.wav,Merton College clock striking four o'clock.,56,,EC36C,"Merton College Clock, Oxford",1,3.0,clock
07016023.wav,Merton College clock striking five o'clock.,58,,EC36C,"Merton College Clock, Oxford",2,3.0,clock
07016024.wav,Merton College clock striking six o'clock.,63,,EC36C,"Merton College Clock, Oxford",3,3.0,clock
07016025.wav,Merton College clock striking seven o'clock.,65,,EC36C,"Merton College Clock, Oxford",4,3.0,clock
07016026.wav,Merton College clock striking eight o'clock.,66,,EC36C,"Merton College Clock, Oxford",5,3.0,clock
07016027.wav,Merton College clock striking nine o'clock.,68,,EC36C,"Merton College Clock, Oxford",6,3.0,clock
07016028.wav,Merton College clock striking ten o'clock.,71,,EC36C,"Merton College Clock, Oxford",7,3.0,clock
07016029.wav,Merton College clock striking eleven o'clock.,78,,EC36C,"Merton College Clock, Oxford",8,3.0,clock
07016080.wav,Oriel College clock striking twelve o'clock.,27,,EC36J,"Oriel College Clock, Oxford",3,3.0,clock
07016030.wav,Merton College clock striking twelve o'clock.,82,,EC36C,"Merton College Clock, Oxford",9,3.0,clock
07016032.wav,Queens College clock striking half past the hour.,12,,EC36D,"Queens College Clock, Oxford",2,3.0,clock
07039162.wav,Tompion & Banger household clock striking six o'clock.,31,,EC1004B,,6,3.0,clock
07039161.wav,Tompion & Banger household clock striking five o'clock.,29,,EC1004B,,5,3.0,clock
07039160.wav,Tompion & Banger household clock striking four o'clock.,27,,EC1004B,,4,3.0,clock
07016033.wav,Queens College clock striking quarter to the hour.,15,,EC36D,"Queens College Clock, Oxford",3,3.0,clock
07039159.wav,Tompion & Banger household clock striking three o'clock.,26,,EC1004B,,3,3.0,clock
07039158.wav,Tompion & Banger household clock striking two o'clock.,25,,EC1004B,,2,3.0,clock
07039157.wav,Tompion & Banger household clock striking one o'clock.,23,,EC1004B,,1,3.0,clock
07016031.wav,Queens College clock striking quarter past the hour.,9,,EC36D,"Queens College Clock, Oxford",1,3.0,clock
07016081.wav,Oriel College clock striking one o'clock.,9,,EC36J,"Oriel College Clock, Oxford",4,3.0,clock
07022029.wav,Domestic clock striking two o'clock. (Domestic clock with bell.),9,,EC48C,Domestic Clock (Bell),5,3.0,clock
07002177.wav,Great Tom clock with street atmosphere striking 12 o'clock,79,,EC105H,St. Paul’S Cathedral Clock (Great Tom),8,3.0,clock
07022037.wav,Domestic clock striking ten o'clock. (Domestic clock with bell & heavy machanism.),32,,EC48D,Domestic Clock (Bell: Heavy Mechanism),1,3.0,clock
07002171.wav,Great Tom clock striking 10 o'clock,70,,EC105H,St. Paul’S Cathedral Clock (Great Tom),2,3.0,clock
07002172.wav,Great Tom clock striking 11 o'clock,75,,EC105H,St. Paul’S Cathedral Clock (Great Tom),3,3.0,clock
07002173.wav,Great Tom clock striking 12 o'clock,80,,EC105H,St. Paul’S Cathedral Clock (Great Tom),4,3.0,clock
07002174.wav,Great Tom clock with street atmosphere striking quarter-hour,34,,EC105H,St. Paul’S Cathedral Clock (Great Tom),5,3.0,clock
07002175.wav,Great Tom clock with street atmosphere striking half-hour.,34,,EC105H,St. Paul’S Cathedral Clock (Great Tom),6,3.0,clock
07002176.wav,Great Tom clock with street atmosphere striking three-quarters,35,,EC105H,St. Paul’S Cathedral Clock (Great Tom),7,3.0,clock
07002179.wav,"St. Clement Danes Church Clock, striking quarter-hour",25,,EC105J,"St. Clemen Danes Church, London",1,3.0,clock
07002180.wav,"St. Clement Danes Church Clock, striking half-hour",24,,EC105J,"St. Clemen Danes Church, London",2,3.0,clock
07002181.wav,"St. Clement Danes Church Clock, striking three-quarters",28,,EC105J,"St. Clemen Danes Church, London",3,3.0,clock
07002182.wav,"St. Clement Danes Church Clock, striking 2 o'clock followed by Oranges & Lemons",201,,EC105J,"St. Clemen Danes Church, London",4,3.0,clock
07002184.wav,"Outdoor clock striking, 1 o'clock",13,,EC105N,Outdoor Clock,1,3.0,clock
07002185.wav,"Outdoor clock striking, 2 o'clock",15,,EC105N,Outdoor Clock,2,3.0,clock
07002186.wav,"Outdoor clock striking, 3 o'clock",16,,EC105N,Outdoor Clock,3,3.0,clock
07002187.wav,"Outdoor clock striking, 4 o'clock",18,,EC105N,Outdoor Clock,4,3.0,clock
07002188.wav,"Outdoor clock striking, 5 o'clock",18,,EC105N,Outdoor Clock,5,3.0,clock
07002189.wav,"Outdoor clock striking, 6 o'clock",21,,EC105N,Outdoor Clock,6,3.0,clock
07002190.wav,"Outdoor clock striking, 7 o'clock",23,,EC105N,Outdoor Clock,7,3.0,clock
