location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName,FrequencyCutoff,FrequencyCutoff90,FrequencyCutoff95,FrequencyCutoff99
07016099.wav,"University College, Oxford clock striking seven o'clock.",24,,EC36K,"University College Clock, Oxford",10,3.0,clock,2756.25,2454.78515625,2497.8515625,2756.25
07016098.wav,"University College, Oxford clock striking six o'clock.",22,,EC36K,"University College Clock, Oxford",9,3.0,clock,3359.1796875,2411.71875,2454.78515625,3359.1796875
07016097.wav,"University College, Oxford clock striking five o'clock.",21,,EC36K,"University College Clock, Oxford",8,3.0,clock,2756.25,2454.78515625,2497.8515625,2756.25
07016096.wav,"University College, Oxford clock striking four o'clock.",17,,EC36K,"University College Clock, Oxford",7,3.0,clock,3057.71484375,1679.58984375,2153.3203125,3057.71484375
07016095.wav,"University College, Oxford clock striking three o'clock.",14,,EC36K,"University College Clock, Oxford",6,3.0,clock,3359.1796875,1679.58984375,2110.25390625,3359.1796875
07016094.wav,"University College, Oxford clock striking two o'clock.",10,,EC36K,"University College Clock, Oxford",5,3.0,clock,3359.1796875,2454.78515625,2497.8515625,3359.1796875
07016093.wav,"University College, Oxford clock striking one o'clock.",11,,EC36K,"University College Clock, Oxford",4,3.0,clock,3143.84765625,2454.78515625,2497.8515625,3143.84765625
07016092.wav,"University College, Oxford clock striking twelve o'clock.",42,,EC36K,"University College Clock, Oxford",3,3.0,clock,2756.25,1679.58984375,1679.58984375,2756.25
07016091.wav,"University College, Oxford clock striking eleven o'clock.",39,,EC36K,"University College Clock, Oxford",2,3.0,clock,2497.8515625,1679.58984375,1679.58984375,2497.8515625
07016090.wav,"University College, Oxford clock striking ten o'clock.",36,,EC36K,"University College Clock, Oxford",1,3.0,clock,2670.1171875,1679.58984375,1679.58984375,2670.1171875
07016089.wav,Oriel College clock striking nine o'clock.,23,,EC36J,"Oriel College Clock, Oxford",12,3.0,clock,3402.24609375,1033.59375,1765.72265625,3402.24609375
07016088.wav,Oriel College clock striking eight o'clock.,21,,EC36J,"Oriel College Clock, Oxford",11,3.0,clock,3402.24609375,1076.66015625,1808.7890625,3402.24609375
07016087.wav,Oriel College clock striking seven o'clock.,19,,EC36J,"Oriel College Clock, Oxford",10,3.0,clock,3402.24609375,1076.66015625,1894.921875,3402.24609375
07016086.wav,Oriel College clock striking six o'clock.,18,,EC36J,"Oriel College Clock, Oxford",9,3.0,clock,3402.24609375,1076.66015625,1808.7890625,3402.24609375
07016085.wav,Oriel College clock striking five o'clock.,16,,EC36J,"Oriel College Clock, Oxford",8,3.0,clock,3402.24609375,1033.59375,1808.7890625,3402.24609375
07016084.wav,Oriel College clock striking four o'clock.,14,,EC36J,"Oriel College Clock, Oxford",7,3.0,clock,3402.24609375,1033.59375,1808.7890625,3402.24609375
07016083.wav,Oriel College clock striking three o'clock.,14,,EC36J,"Oriel College Clock, Oxford",6,3.0,clock,2928.515625,1033.59375,1335.05859375,2928.515625
07016102.wav,Worcester College clock striking ten o'clock.,31,,EC36L,"Worcester College Clock, Oxford",1,3.0,clock,3143.84765625,1248.92578125,2325.5859375,3143.84765625
07002209.wav,"Outdoor clock striking, half-hour - SS. Peter & Paul ",28,,EC105Q,Outdoor Clock,2,3.0,clock,2885.44921875,1507.32421875,2325.5859375,2885.44921875
07016082.wav,Oriel College clock striking two o'clock.,12,,EC36J,"Oriel College Clock, Oxford",5,3.0,clock,2971.58203125,1033.59375,1765.72265625,2971.58203125
07002207.wav,"Outdoor clock striking, 12 o'clock St. Mary's Church",47,,EC105P,Outdoor Clock,12,3.0,clock,2799.31640625,1119.7265625,1808.7890625,2799.31640625
07002199.wav,"Outdoor clock striking, 4 o'clock St. Mary's Church",25,,EC105P,Outdoor Clock,4,3.0,clock,2799.31640625,1076.66015625,1421.19140625,2799.31640625
07016115.wav,Jesus College clock striking eleven o'clock.,30,,EC36M,"Jesus College Clock, Oxford",2,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07002200.wav,"Outdoor clock striking, 5 o'clock St. Mary's Church",26,,EC105P,Outdoor Clock,5,3.0,clock,2799.31640625,1076.66015625,1464.2578125,2799.31640625
07002201.wav,"Outdoor clock striking, 6 o'clock St. Mary's Church",28,,EC105P,Outdoor Clock,6,3.0,clock,2842.3828125,1076.66015625,1464.2578125,2842.3828125
07016114.wav,Jesus College clock striking ten o'clock.,28,,EC36M,"Jesus College Clock, Oxford",1,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016113.wav,Worcester College clock striking nine o'clock.,29,,EC36L,"Worcester College Clock, Oxford",12,3.0,clock,3186.9140625,1464.2578125,2325.5859375,3186.9140625
07016112.wav,Worcester College clock striking eight o'clock.,26,,EC36L,"Worcester College Clock, Oxford",11,3.0,clock,3186.9140625,1076.66015625,2325.5859375,3186.9140625
07002208.wav,"Outdoor clock striking, quarter-hour - SS. Peter & Paul ",27,,EC105Q,Outdoor Clock,1,3.0,clock,2885.44921875,1937.98828125,2325.5859375,2885.44921875
07002202.wav,"Outdoor clock striking, 7 o'clock St. Mary's Church",32,,EC105P,Outdoor Clock,7,3.0,clock,2799.31640625,1076.66015625,1464.2578125,2799.31640625
07016110.wav,Worcester College clock striking six o'clock.,22,,EC36L,"Worcester College Clock, Oxford",9,3.0,clock,3143.84765625,1033.59375,2325.5859375,3143.84765625
07016109.wav,Worcester College clock striking five o'clock.,19,,EC36L,"Worcester College Clock, Oxford",8,3.0,clock,3143.84765625,1033.59375,2325.5859375,3143.84765625
07002203.wav,"Outdoor clock striking, 8 o'clock St. Mary's Church",36,,EC105P,Outdoor Clock,8,3.0,clock,2842.3828125,1076.66015625,1550.390625,2842.3828125
07002204.wav,"Outdoor clock striking, 9 o'clock St. Mary's Church",38,,EC105P,Outdoor Clock,9,3.0,clock,2842.3828125,1076.66015625,1808.7890625,2842.3828125
07016111.wav,Worcester College clock striking seven o'clock.,24,,EC36L,"Worcester College Clock, Oxford",10,3.0,clock,3186.9140625,1033.59375,2325.5859375,3186.9140625
07002205.wav,"Outdoor clock striking, 10 o'clock St. Mary's Church",41,,EC105P,Outdoor Clock,10,3.0,clock,2799.31640625,1076.66015625,1808.7890625,2799.31640625
07016107.wav,Worcester College clock striking three o'clock.,15,,EC36L,"Worcester College Clock, Oxford",6,3.0,clock,3143.84765625,1033.59375,2325.5859375,3143.84765625
07016106.wav,Worcester College clock striking two o'clock.,12,,EC36L,"Worcester College Clock, Oxford",5,3.0,clock,3143.84765625,1033.59375,2325.5859375,3143.84765625
07016105.wav,Worcester College clock striking one o'clock.,10,,EC36L,"Worcester College Clock, Oxford",4,3.0,clock,3186.9140625,1507.32421875,2325.5859375,3186.9140625
07016104.wav,Worcester College clock striking twelve o'clock.,35,,EC36L,"Worcester College Clock, Oxford",3,3.0,clock,3186.9140625,1335.05859375,2325.5859375,3186.9140625
07016103.wav,Worcester College clock striking eleven o'clock.,33,,EC36L,"Worcester College Clock, Oxford",2,3.0,clock,3186.9140625,1421.19140625,2325.5859375,3186.9140625
07002206.wav,"Outdoor clock striking, 11 o'clock St. Mary's Church",43,,EC105P,Outdoor Clock,11,3.0,clock,2799.31640625,1119.7265625,1808.7890625,2799.31640625
07016108.wav,Worcester College clock striking four o'clock.,17,,EC36L,"Worcester College Clock, Oxford",7,3.0,clock,3143.84765625,1033.59375,2325.5859375,3143.84765625
07072031.wav,1 man walking (tired with start and stop).,40,Caves: Caving,ECD132,Caving & Potholing,31,5.0,footstep,7407.421875,4866.50390625,5512.5,7407.421875
07037138.wav,"Footsteps Down Wooden Stairs, two men, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,6,5.0,footstep,4177.44140625,2024.12109375,2583.984375,4177.44140625
07072033.wav,1 man climbing with start and stop.,13,Caves: Caving,ECD132,Caving & Potholing,33,5.0,footstep,5986.23046875,4005.17578125,4651.171875,5986.23046875
07037148.wav,"Footsteps Down Wooden Stairs, man & woman, slow, with start and stop.",20,,EC99N,Slow Footsteps Down Wooden Stairs,4,5.0,footstep,3143.84765625,1335.05859375,1679.58984375,3143.84765625
07037147.wav,"Footsteps Down Wooden Stairs, two women, slow, departing.",20,,EC99N,Slow Footsteps Down Wooden Stairs,3,5.0,footstep,2497.8515625,1291.9921875,1679.58984375,2497.8515625
07037139.wav,"Footsteps Down Wooden Stairs, three men, slow, with start & stop.",21,,EC99M,Slow Footsteps Down Wooden Stairs,7,5.0,footstep,4220.5078125,1679.58984375,2282.51953125,4220.5078125
07037146.wav,"Footsteps Down Wooden Stairs, two women, slow, with approach & stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,2,5.0,footstep,2713.18359375,1421.19140625,1851.85546875,2713.18359375
07037144.wav,"Footsteps Down Wooden Stairs, woman, slow, departing.",20,,EC99M,Slow Footsteps Down Wooden Stairs,12,5.0,footstep,3143.84765625,1636.5234375,2067.1875,3143.84765625
07037140.wav,"Footsteps Down Wooden Stairs, three men, slow, with approach & stop.",21,,EC99M,Slow Footsteps Down Wooden Stairs,8,5.0,footstep,4048.2421875,1808.7890625,2411.71875,4048.2421875
07037142.wav,"Footsteps Down Wooden Stairs, woman, slow, with start & stop.",19,,EC99M,Slow Footsteps Down Wooden Stairs,10,5.0,footstep,2454.78515625,1378.125,1593.45703125,2454.78515625
07037143.wav,"Footsteps Down Wooden Stairs, woman, slow, with approach & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,11,5.0,footstep,2583.984375,1335.05859375,1636.5234375,2583.984375
07072032.wav,Woman climbing with start and stop.,28,Caves: Caving,ECD132,Caving & Potholing,32,5.0,footstep,6416.89453125,4349.70703125,5038.76953125,6416.89453125
07072030.wav,2 men walking (tired with start and stop).,39,Caves: Caving,ECD132,Caving & Potholing,30,5.0,footstep,6416.89453125,4349.70703125,5038.76953125,6416.89453125
07037145.wav,"Footsteps Down Wooden Stairs, two women, slow, with start & stop.",21,,EC99N,Slow Footsteps Down Wooden Stairs,1,5.0,footstep,2627.05078125,1335.05859375,1636.5234375,2627.05078125
07037141.wav,"Footsteps Down Wooden Stairs, three men, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,9,5.0,footstep,4392.7734375,1937.98828125,2583.984375,4392.7734375
07037049.wav,"Footsteps on Country Road, man walking, with start & stop.",67,,EC99E,Footsteps On Country Road: Walking,1,5.0,footstep,10723.53515625,4995.703125,6890.625,10723.53515625
07037136.wav,"Footsteps Down Wooden Stairs, two men, slow, with start & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,4,5.0,footstep,3660.64453125,1550.390625,2153.3203125,3660.64453125
07037114.wav,"Footsteps Up Wooden Stairs, man & woman, slow, departing.",23,,EC99K,Slow Footsteps Up Wooden Stairs,6,5.0,footstep,3617.578125,2024.12109375,2454.78515625,3617.578125
07037115.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, with start & stop.",28,,EC99K,Slow Footsteps Up Wooden Stairs,7,5.0,footstep,3057.71484375,1335.05859375,1894.921875,3057.71484375
07037116.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, with approach & stop.",25,,EC99K,Slow Footsteps Up Wooden Stairs,8,5.0,footstep,2540.91796875,1119.7265625,1550.390625,2540.91796875
07037117.wav,"Footsteps Up Wooden Stairs, two men & one woman, slow, departing.",25,,EC99K,Slow Footsteps Up Wooden Stairs,9,5.0,footstep,3445.3125,1593.45703125,2153.3203125,3445.3125
07037118.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, with start & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,10,5.0,footstep,2971.58203125,1464.2578125,1894.921875,2971.58203125
07037119.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, with approach & stop.",33,,EC99K,Slow Footsteps Up Wooden Stairs,11,5.0,footstep,2971.58203125,1507.32421875,1894.921875,2971.58203125
07037120.wav,"Footsteps Up Wooden Stairs, two men & two women, slow, departing.",26,,EC99K,Slow Footsteps Up Wooden Stairs,12,5.0,footstep,3316.11328125,1636.5234375,2110.25390625,3316.11328125
07037121.wav,"Footsteps Up Wooden Stairs, man, fast, with start & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,1,5.0,footstep,4392.7734375,2067.1875,2670.1171875,4392.7734375
07037122.wav,"Footsteps Up Wooden Stairs, man, fast, with approach & stop.",16,,EC99L,Fast Footsteps Up Wooden Stairs,2,5.0,footstep,3617.578125,1981.0546875,2497.8515625,3617.578125
07037123.wav,"Footsteps Up Wooden Stairs, man, fast, departing.",15,,EC99L,Fast Footsteps Up Wooden Stairs,3,5.0,footstep,3531.4453125,1335.05859375,1937.98828125,3531.4453125
07037137.wav,"Footsteps Down Wooden Stairs, two men, slow, with approach & stop.",22,,EC99M,Slow Footsteps Down Wooden Stairs,5,5.0,footstep,3875.9765625,1808.7890625,2454.78515625,3875.9765625
07037124.wav,"Footsteps Up Wooden Stairs, two men, fast, with start & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,4,5.0,footstep,3273.046875,1335.05859375,1679.58984375,3273.046875
07037126.wav,"Footsteps Up Wooden Stairs, two men, fast, departing.",17,,EC99L,Fast Footsteps Up Wooden Stairs,6,5.0,footstep,3186.9140625,1291.9921875,1636.5234375,3186.9140625
07037127.wav,"Footsteps Up Wooden Stairs, three men, fast, with start & stop.",20,,EC99L,Fast Footsteps Up Wooden Stairs,7,5.0,footstep,2971.58203125,1291.9921875,1636.5234375,2971.58203125
07037128.wav,"Footsteps Up Wooden Stairs, three men, fast, with approach & stop.",17,,EC99L,Fast Footsteps Up Wooden Stairs,8,5.0,footstep,2670.1171875,1248.92578125,1593.45703125,2670.1171875
07037129.wav,"Footsteps Up Wooden Stairs, three men, fast, departing.",19,,EC99L,Fast Footsteps Up Wooden Stairs,9,5.0,footstep,3316.11328125,1378.125,1808.7890625,3316.11328125
07037130.wav,"Footsteps Up Wooden Stairs, woman, fast, with start & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,10,5.0,footstep,2885.44921875,1593.45703125,1937.98828125,2885.44921875
07037131.wav,"Footsteps Up Wooden Stairs, woman, fast, with approach & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,11,5.0,footstep,3531.4453125,1636.5234375,2024.12109375,3531.4453125
07037132.wav,"Footsteps Up Wooden Stairs, woman, fast, departing.",17,,EC99L,Fast Footsteps Up Wooden Stairs,12,5.0,footstep,3402.24609375,1679.58984375,2024.12109375,3402.24609375
07037133.wav,"Footsteps Down Wooden Stairs, man, slow, with start & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,1,5.0,footstep,3186.9140625,1291.9921875,1593.45703125,3186.9140625
07037134.wav,"Footsteps Down Wooden Stairs, man, slow, with approach & stop.",20,,EC99M,Slow Footsteps Down Wooden Stairs,2,5.0,footstep,3919.04296875,1205.859375,1851.85546875,3919.04296875
07037135.wav,"Footsteps Down Wooden Stairs, man, slow, departing.",21,,EC99M,Slow Footsteps Down Wooden Stairs,3,5.0,footstep,3660.64453125,1507.32421875,2153.3203125,3660.64453125
07037125.wav,"Footsteps Up Wooden Stairs, two men, fast, with approach & stop.",19,,EC99L,Fast Footsteps Up Wooden Stairs,5,5.0,footstep,2540.91796875,1162.79296875,1507.32421875,2540.91796875
07037149.wav,"Footsteps Down Wooden Stairs, man & woman, slow, with approach & stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,5,5.0,footstep,3057.71484375,1550.390625,1851.85546875,3057.71484375
07037161.wav,"Footsteps Up Metal Stairs, two men, slow, with approach & stop.",32,,EC99P,Slow Footsteps Up Metal Stairs,5,5.0,footstep,7192.08984375,2842.3828125,3703.7109375,7192.08984375
07037151.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, with start and stop.",20,,EC99N,Slow Footsteps Down Wooden Stairs,7,5.0,footstep,3014.6484375,1421.19140625,1808.7890625,3014.6484375
07037175.wav,"Footsteps Down Metal Stairs, three men, slow, with start & stop.",29,,EC99Q,Footsteps Down Metal Stairs,7,5.0,footstep,6072.36328125,2670.1171875,3316.11328125,6072.36328125
07037176.wav,"Footsteps Down Metal Stairs, three men, slow, with approach & stop.",23,,EC99Q,Footsteps Down Metal Stairs,8,5.0,footstep,6804.4921875,2971.58203125,3574.51171875,6804.4921875
07037177.wav,"Footsteps Down Metal Stairs, three men, slow, departing.",24,,EC99Q,Footsteps Down Metal Stairs,9,5.0,footstep,6158.49609375,2842.3828125,3402.24609375,6158.49609375
07037178.wav,"Footsteps Down Metal Stairs, woman, slow, with start & stop.",40,,EC99Q,Footsteps Down Metal Stairs,10,5.0,footstep,4177.44140625,2196.38671875,2670.1171875,4177.44140625
07037179.wav,"Footsteps Down Metal Stairs, woman, slow, with approach & stop.",26,,EC99Q,Footsteps Down Metal Stairs,11,5.0,footstep,4694.23828125,2368.65234375,3143.84765625,4694.23828125
07037180.wav,"Footsteps Down Metal Stairs, woman, slow, departing.",27,,EC99Q,Footsteps Down Metal Stairs,12,5.0,footstep,4392.7734375,2368.65234375,2756.25,4392.7734375
07037181.wav,"Footsteps Up Metal Stairs, man, fast, with start & stop.",41,,EC99R,Fast Footsteps Down Metal Stairs,1,5.0,footstep,4220.5078125,2583.984375,2885.44921875,4220.5078125
07037182.wav,"Footsteps Up Metal Stairs, man, fast, with approach & stop.",28,,EC99R,Fast Footsteps Down Metal Stairs,2,5.0,footstep,4048.2421875,2497.8515625,2842.3828125,4048.2421875
07037183.wav,"Footsteps Up Metal Stairs, man, fast, departing.",27,,EC99R,Fast Footsteps Down Metal Stairs,3,5.0,footstep,4521.97265625,2540.91796875,2885.44921875,4521.97265625
07037184.wav,"Footsteps Up Metal Stairs, two men, fast, with start & stop.",41,,EC99R,Fast Footsteps Down Metal Stairs,4,5.0,footstep,5340.234375,2799.31640625,3273.046875,5340.234375
07037185.wav,"Footsteps Up Metal Stairs, two men, fast, with approach & stop.",28,,EC99R,Fast Footsteps Down Metal Stairs,5,5.0,footstep,4952.63671875,2799.31640625,3100.78125,4952.63671875
07037186.wav,"Footsteps Up Metal Stairs, two men, fast, departing.",27,,EC99R,Fast Footsteps Down Metal Stairs,6,5.0,footstep,4737.3046875,2670.1171875,3014.6484375,4737.3046875
07037187.wav,"Footsteps Down Metal Stairs, man, fast, with start & stop.",39,,EC99R,Fast Footsteps Down Metal Stairs,7,5.0,footstep,4866.50390625,2670.1171875,3057.71484375,4866.50390625
07037188.wav,"Footsteps Down Metal Stairs, man, fast, with approach & stop.",24,,EC99R,Fast Footsteps Down Metal Stairs,8,5.0,footstep,5813.96484375,2799.31640625,3229.98046875,5813.96484375
07037189.wav,"Footsteps Down Metal Stairs, man, fast, departing.",22,,EC99R,Fast Footsteps Down Metal Stairs,9,5.0,footstep,5211.03515625,2756.25,3229.98046875,5211.03515625
07037190.wav,"Footsteps Down Metal Stairs, two men, fast, with start & stop.",47,,EC99R,Fast Footsteps Down Metal Stairs,10,5.0,footstep,4565.0390625,2627.05078125,2928.515625,4565.0390625
07037191.wav,"Footsteps Down Metal Stairs, two men, fast, with approach & stop.",32,,EC99R,Fast Footsteps Down Metal Stairs,11,5.0,footstep,5038.76953125,2670.1171875,2971.58203125,5038.76953125
07037192.wav,"Footsteps Down Metal Stairs, two men, fast, departing.",24,,EC99R,Fast Footsteps Down Metal Stairs,12,5.0,footstep,4780.37109375,2627.05078125,2928.515625,4780.37109375
07037193.wav,"Footsteps on Wood, man walking, with start & stop. (Dead acoustic.)",66,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),1,5.0,footstep,2411.71875,1162.79296875,1464.2578125,2411.71875
07037063.wav,"Footsteps on Country Road, two women walking, departing.",17,,EC99F,Footsteps On Country Road: Walking,3,5.0,footstep,8010.3515625,2670.1171875,4306.640625,8010.3515625
07037174.wav,"Footsteps Down Metal Stairs, two men, slow, departing.",26,,EC99Q,Footsteps Down Metal Stairs,6,5.0,footstep,5813.96484375,2454.78515625,3273.046875,5813.96484375
07037173.wav,"Footsteps Down Metal Stairs, two men, slow, with approach & stop.",28,,EC99Q,Footsteps Down Metal Stairs,5,5.0,footstep,6503.02734375,2885.44921875,3703.7109375,6503.02734375
07037172.wav,"Footsteps Down Metal Stairs, two men, slow, with start & stop.",40,,EC99Q,Footsteps Down Metal Stairs,4,5.0,footstep,6589.16015625,2842.3828125,3531.4453125,6589.16015625
07037152.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, with approach & stop.",18,,EC99N,Slow Footsteps Down Wooden Stairs,8,5.0,footstep,3100.78125,1421.19140625,1894.921875,3100.78125
07037153.wav,"Footsteps Down Wooden Stairs, two men & one woman, slow, departing.",21,,EC99N,Slow Footsteps Down Wooden Stairs,9,5.0,footstep,3057.71484375,1507.32421875,1851.85546875,3057.71484375
07037154.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, with start and stop.",19,,EC99N,Slow Footsteps Down Wooden Stairs,10,5.0,footstep,2971.58203125,1421.19140625,1894.921875,2971.58203125
07037155.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, with approach & stop.",24,,EC99N,Slow Footsteps Down Wooden Stairs,11,5.0,footstep,3143.84765625,1464.2578125,1851.85546875,3143.84765625
07037156.wav,"Footsteps Down Wooden Stairs, two men & two women, slow, departing.",27,,EC99N,Slow Footsteps Down Wooden Stairs,12,5.0,footstep,3143.84765625,1421.19140625,1851.85546875,3143.84765625
07037157.wav,"Footsteps Up Metal Stairs, man, slow, with start & stop.",37,,EC99P,Slow Footsteps Up Metal Stairs,1,5.0,footstep,5211.03515625,1808.7890625,2411.71875,5211.03515625
07037158.wav,"Footsteps Up Metal Stairs, man, slow, with approach & stop.",28,,EC99P,Slow Footsteps Up Metal Stairs,2,5.0,footstep,4521.97265625,2024.12109375,2627.05078125,4521.97265625
07037159.wav,"Footsteps Up Metal Stairs, man, slow, departing.",33,,EC99P,Slow Footsteps Up Metal Stairs,3,5.0,footstep,4952.63671875,2282.51953125,2627.05078125,4952.63671875
07037160.wav,"Footsteps Up Metal Stairs, two men, slow, with start & stop.",39,,EC99P,Slow Footsteps Up Metal Stairs,4,5.0,footstep,6933.69140625,2670.1171875,3531.4453125,6933.69140625
07037150.wav,"Footsteps Down Wooden Stairs, man & woman, slow, departing.",21,,EC99N,Slow Footsteps Down Wooden Stairs,6,5.0,footstep,3402.24609375,1550.390625,2024.12109375,3402.24609375
07037113.wav,"Footsteps Up Wooden Stairs, man & woman, slow, with approach & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,5,5.0,footstep,2497.8515625,1205.859375,1507.32421875,2497.8515625
07037163.wav,"Footsteps Up Metal Stairs, three men, slow, with start & stop.",41,,EC99P,Slow Footsteps Up Metal Stairs,7,5.0,footstep,6373.828125,2799.31640625,3359.1796875,6373.828125
07037164.wav,"Footsteps Up Metal Stairs, three men, slow, with approach & stop.",27,,EC99P,Slow Footsteps Up Metal Stairs,8,5.0,footstep,6632.2265625,2756.25,3402.24609375,6632.2265625
07037165.wav,"Footsteps Up Metal Stairs, three men, slow, departing.",30,,EC99P,Slow Footsteps Up Metal Stairs,9,5.0,footstep,6718.359375,2928.515625,3660.64453125,6718.359375
07037166.wav,"Footsteps Up Metal Stairs, woman, slow, with start & stop.",41,,EC99P,Slow Footsteps Up Metal Stairs,10,5.0,footstep,7665.8203125,3273.046875,3919.04296875,7665.8203125
07037167.wav,"Footsteps Up Metal Stairs, woman, slow, with approach & stop.",32,,EC99P,Slow Footsteps Up Metal Stairs,11,5.0,footstep,8785.546875,4134.375,6761.42578125,8785.546875
07037168.wav,"Footsteps Up Metal Stairs, woman, slow, departing.",21,,EC99P,Slow Footsteps Up Metal Stairs,12,5.0,footstep,8354.8828125,3832.91015625,5555.56640625,8354.8828125
07037169.wav,"Footsteps Down Metal Stairs, man, slow, with start & stop.",39,,EC99Q,Footsteps Down Metal Stairs,1,5.0,footstep,5383.30078125,2497.8515625,3359.1796875,5383.30078125
07037170.wav,"Footsteps Down Metal Stairs, man, slow, with approach & stop.",26,,EC99Q,Footsteps Down Metal Stairs,2,5.0,footstep,7192.08984375,2928.515625,3875.9765625,7192.08984375
07037171.wav,"Footsteps Down Metal Stairs, man, slow, departing.",27,,EC99Q,Footsteps Down Metal Stairs,3,5.0,footstep,6632.2265625,2627.05078125,3445.3125,6632.2265625
07037162.wav,"Footsteps Up Metal Stairs, two men, slow, departing.",30,,EC99P,Slow Footsteps Up Metal Stairs,6,5.0,footstep,6373.828125,2583.984375,3316.11328125,6373.828125
07037112.wav,"Footsteps Up Wooden Stairs, man & woman, slow, with start & stop.",28,,EC99K,Slow Footsteps Up Wooden Stairs,4,5.0,footstep,2928.515625,1335.05859375,1808.7890625,2928.515625
07064131.wav,1 man approaches and stops (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,56,5.0,footstep,4349.70703125,1765.72265625,2196.38671875,4349.70703125
07037110.wav,"Footsteps Up Wooden Stairs, two women, slow, with approach & stop.",27,,EC99K,Slow Footsteps Up Wooden Stairs,2,5.0,footstep,2282.51953125,1378.125,1507.32421875,2282.51953125
07037040.wav,"Footsteps on Pavement, two men running, with start & stop.",65,,EC99D,Footsteps On Pavement: Running,4,5.0,footstep,6072.36328125,2497.8515625,3746.77734375,6072.36328125
07004041.wav,"Walking, 1 man. (With start and stop)",68,,EC100A,Footsteps In Undergrowth: Running,1,5.0,footstep,12919.921875,8785.546875,10206.73828125,12919.921875
07004042.wav,"Walking, 1 man. (With approach and stop)",24,,EC100A,Footsteps In Undergrowth: Running,2,5.0,footstep,15805.37109375,11068.06640625,13006.0546875,15805.37109375
07004043.wav,"Walking, 1 man departing.",28,,EC100A,Footsteps In Undergrowth: Running,3,5.0,footstep,15245.5078125,10292.87109375,12187.79296875,15245.5078125
07004044.wav,"Walking, 2 men. (With start and stop)",71,,EC100A,Footsteps In Undergrowth: Running,4,5.0,footstep,13479.78515625,9302.34375,10723.53515625,13479.78515625
07004045.wav,"Walking, 2 men. (With approach and stop)",30,,EC100A,Footsteps In Undergrowth: Running,5,5.0,footstep,15977.63671875,11886.328125,13608.984375,15977.63671875
07004046.wav,"Walking, 2 men departing.",27,,EC100A,Footsteps In Undergrowth: Running,6,5.0,footstep,15633.10546875,11025.0,12962.98828125,15633.10546875
07004047.wav,"Running, 1 man. (With start and stop)",64,,EC100A,Footsteps In Undergrowth: Running,7,5.0,footstep,12661.5234375,8742.48046875,10077.5390625,12661.5234375
07037085.wav,"Footsteps on Country Road, two women running, with start & stop.",67,,EC99H,Footsteps On Country Road: Running,1,5.0,footstep,8096.484375,2928.515625,4823.4375,8096.484375
07037057.wav,"Footsteps on Country Road, three men walking, departing.",20,,EC99E,Footsteps On Country Road: Walking,9,5.0,footstep,8656.34765625,3660.64453125,4909.5703125,8656.34765625
07037084.wav,"Footsteps on Country Road, woman running, departing.",19,,EC99G,Footsteps On Country Road: Running,12,5.0,footstep,8957.8125,4048.2421875,5297.16796875,8957.8125
07037083.wav,"Footsteps on Country Road, woman running, with approach & stop.",18,,EC99G,Footsteps On Country Road: Running,11,5.0,footstep,9431.54296875,4177.44140625,5684.765625,9431.54296875
07004048.wav,"Running, 1 man. (With approach and stop)",24,,EC100A,Footsteps In Undergrowth: Running,8,5.0,footstep,14298.046875,10034.47265625,11627.9296875,14298.046875
07050162.wav,"One horse & cart at walk approach, stop & depart.",46,Horses: Carts,ECD038,Horses / Dogs,7,5.0,footstep,6503.02734375,2627.05078125,3660.64453125,6503.02734375
07004049.wav,"Running, 1 man departing.",24,,EC100A,Footsteps In Undergrowth: Running,9,5.0,footstep,14987.109375,10508.203125,12273.92578125,14987.109375
07004050.wav,"Running, 2 men. (With start and stop)",65,,EC100A,Footsteps In Undergrowth: Running,10,5.0,footstep,15934.5703125,12101.66015625,13695.1171875,15934.5703125
